
# ;[];[];[];[];[];[];[];[pictet clean energy transition r][pictet clean energy r];[];[];[];[];[];[];[];[];[];
# ;pareto global b;pareto nordic corporate bond c;pareto räntefond a;pareto sverige a;pictet asian equities ex japan r;pictet biotech r;pictet china equities r;pictet clean energy transition r;pictet digital r;pictet emerging markets r;pictet eur bonds r;pictet global bonds r;pictet global emerging debt r;pictet global megatrend selection r;pictet health r;pictet indian equities r;pictet japanese equity opportunities r;
2025-11-06;-0,019;-0,000;-0,011;-0,025;-0,105;-0,129;0,032;-0,107;-0,064;-0,072;0,008;0,006;-0,016;-0,051;-0,002;0,027;-0,080;
2025-11-07;-0,019;-0,000;;;-0,109;-0,131;0,026;-0,115;-0,068;-0,076;0,010;0,008;-0,014;-0,053;-0,003;0,029;-0,077;
2025-11-10;-0,017;-0,000;-0,011;-0,021;-0,104;-0,129;0,030;-0,110;-0,063;-0,073;0,008;0,003;-0,018;-0,051;-0,003;0,028;-0,078;
2025-11-11;-0,017;-0,000;;;-0,103;-0,124;0,034;-0,110;-0,060;-0,071;0,008;;;-0,048;0,004;0,029;-0,076;
2025-11-12;-0,013;-0,000;;;-0,105;-0,112;0,030;-0,110;-0,063;-0,074;0,007;0,003;-0,018;-0,047;0,007;0,031;-0,073;
2025-11-13;-0,024;-0,000;-0,011;-0,019;-0,106;-0,116;0,033;-0,118;-0,069;-0,078;0,005;0,001;-0,021;-0,051;0,006;0,027;-0,078;
2025-11-14;-0,024;-0,000;-0,011;-0,022;-0,115;-0,115;0,026;-0,125;-0,078;-0,084;0,006;-0,000;-0,021;-0,058;0,000;0,027;-0,077;
2025-11-17;-0,029;-0,000;-0,011;-0,026;-0,113;-0,110;0,020;-0,123;-0,076;-0,083;0,005;-0,001;-0,021;-0,059;;0,030;-0,079;
2025-11-18;-0,033;-0,000;-0,010;-0,034;-0,120;-0,106;0,015;-0,132;-0,086;-0,091;0,006;0,001;-0,021;-0,064;;0,029;-0,091;
2025-11-19;-0,032;-0,000;-0,010;-0,031;-0,119;-0,099;0,015;-0,126;-0,080;-0,086;0,006;0,000;-0,018;-0,061;;0,035;-0,087;
2025-11-20;-0,034;-0,001;-0,010;-0,030;-0,113;-0,092;0,018;-0,116;-0,075;-0,079;0,007;;-0,013;-0,055;;0,039;-0,086;
2025-11-21;-0,028;0,000;-0,010;-0,030;-0,126;-0,100;0,005;-0,135;-0,094;-0,094;0,008;;-0,015;-0,065;;0,031;-0,085;
2025-11-24;-0,026;;-0,010;-0,026;-0,123;-0,089;0,013;-0,126;-0,087;-0,089;0,007;;-0,014;-0,059;;0,031;;
2025-11-25;-0,017;;-0,010;-0,021;-0,119;-0,080;0,016;-0,122;-0,085;-0,086;0,010;;-0,011;-0,054;;0,032;-0,082;
2025-11-26;-0,016;;-0,010;-0,019;-0,115;-0,079;0,015;-0,113;-0,081;-0,081;;;-0,014;-0,051;;0,035;-0,075;
2025-11-27;;;-0,010;-0,017;;;;;;;0,009;;;;;;;
2025-11-28;-0,016;;;;-0,116;-0,075;0,015;-0,109;-0,080;-0,081;0,008;;-0,014;-0,049;;0,034;-0,075;
2025-12-01;-0,018;;-0,010;-0,018;-0,119;-0,083;0,017;-0,113;-0,082;-0,083;0,005;;-0,017;-0,052;;0,031;-0,082;
2025-12-02;-0,019;;-0,010;-0,021;-0,116;-0,087;0,015;-0,110;-0,077;-0,082;0,006;;-0,016;-0,052;;0,029;-0,081;
2025-12-03;-0,018;;-0,010;-0,023;-0,120;-0,093;0,010;-0,111;-0,081;-0,084;0,005;;-0,016;-0,054;;0,025;-0,083;
2025-12-04;-0,017;;-0,010;-0,017;-0,120;-0,089;0,011;-0,108;-0,080;-0,084;0,005;;-0,017;-0,053;;0,027;-0,074;
2025-12-05;-0,011;;-0,010;-0,015;-0,113;-0,083;0,018;-0,102;-0,075;-0,078;0,005;;-0,016;-0,049;;0,028;-0,079;
2025-12-08;-0,014;;-0,010;-0,018;-0,115;-0,080;0,014;-0,106;-0,072;-0,080;0,002;;-0,018;-0,050;;0,022;-0,078;
2025-12-09;-0,015;;-0,010;-0,021;-0,117;-0,084;0,008;-0,109;-0,074;-0,083;0,001;;-0,020;-0,053;;0,022;-0,082;
2025-12-10;-0,015;;-0,010;-0,021;-0,118;-0,090;0,009;-0,112;-0,077;-0,083;-0,001;;-0,023;-0,057;;0,018;-0,084;
2025-12-11;-0,016;;-0,010;-0,019;-0,125;-0,090;0,003;-0,114;-0,081;-0,089;-0,002;;-0,024;-0,057;;0,017;-0,089;
2025-12-12;-0,016;;-0,010;-0,019;-0,121;-0,089;0,009;-0,112;-0,080;-0,085;-0,001;;-0,023;-0,055;;0,020;-0,081;
2025-12-15;-0,019;;-0,009;-0,018;-0,126;-0,085;0,003;-0,118;-0,087;-0,089;0,000;;-0,021;-0,057;;0,019;-0,076;
2025-12-16;-0,021;;-0,009;-0,020;-0,130;-0,091;-0,001;-0,118;-0,085;-0,091;0,002;;-0,019;-0,058;;0,017;-0,082;
2025-12-17;-0,022;;-0,009;-0,024;-0,125;-0,089;0,005;-0,118;-0,084;-0,088;0,002;;-0,019;-0,057;;0,019;-0,081;
2025-12-18;-0,024;;-0,009;-0,020;-0,126;-0,098;0,002;-0,123;-0,084;-0,089;0,001;;-0,019;-0,059;;0,020;-0,086;
2025-12-19;-0,020;;-0,009;-0,018;-0,121;-0,089;0,007;-0,119;-0,083;-0,084;-0,000;;-0,019;-0,058;;0,027;-0,086;
2025-12-22;-0,020;;-0,009;-0,018;-0,120;-0,085;0,006;-0,120;-0,082;-0,085;-0,003;;-0,021;-0,058;;0,024;-0,087;
2025-12-23;-0,021;;-0,009;-0,018;-0,122;-0,082;0,002;-0,122;-0,085;-0,087;-0,002;;-0,023;-0,060;;0,022;-0,082;
2025-12-29;-0,022;;-0,009;-0,015;-0,119;-0,091;-0,002;-0,123;-0,084;-0,085;-0,002;;-0,024;-0,060;;0,015;-0,084;
2025-12-30;-0,020;;-0,009;-0,013;-0,116;-0,095;0,002;-0,122;-0,082;-0,083;-0,003;;-0,023;-0,060;;0,016;-0,085;
2026-01-02;;;;;-0,106;-0,093;0,014;-0,115;-0,082;-0,073;;;;-0,060;;0,020;;
2026-01-05;;;;;;;;;;;-0,003;;-0,018;;;;;
2026-01-07;-0,012;;;;-0,096;-0,091;0,017;-0,109;-0,074;-0,066;-0,003;;-0,019;-0,053;;0,024;-0,074;
2026-01-08;-0,011;;;;-0,098;-0,090;0,017;-0,115;-0,077;-0,065;-0,003;;-0,020;-0,055;;0,021;-0,076;
2026-01-09;-0,005;;-0,008;-0,004;-0,095;-0,083;0,019;-0,107;-0,077;-0,062;-0,004;;-0,018;-0,050;;0,017;-0,073;
2026-01-12;-0,009;;-0,008;-0,004;-0,096;-0,095;0,024;-0,106;-0,079;-0,062;-0,004;;-0,021;-0,052;;0,016;;
2026-01-13;-0,014;;-0,008;-0,006;-0,094;-0,094;0,023;-0,104;-0,079;-0,061;-0,004;;-0,020;-0,052;;0,016;-0,070;
2026-01-14;-0,017;;-0,008;-0,007;-0,092;-0,093;0,023;-0,104;-0,087;-0,059;-0,003;;-0,019;-0,053;;0,016;-0,065;
2026-01-15;-0,012;;-0,008;0,000;-0,090;-0,089;0,020;-0,097;-0,087;-0,057;-0,004;;-0,019;-0,052;;;-0,061;
2026-01-16;-0,014;;-0,008;;-0,091;-0,092;0,017;-0,095;-0,090;-0,057;-0,004;;-0,018;-0,053;;0,014;-0,060;
2026-01-19;;;-0,008;;-0,089;;0,019;;;-0,054;-0,003;;;;;0,012;-0,062;
2026-01-20;-0,025;;-0,008;;-0,094;-0,101;0,015;-0,106;-0,099;-0,059;-0,004;;-0,022;-0,061;;0,001;-0,069;
2026-01-21;-0,024;;-0,008;;-0,095;-0,093;0,015;-0,103;-0,102;-0,056;-0,006;;-0,023;-0,061;;-0,004;-0,075;
2026-01-22;-0,024;;-0,008;;-0,095;-0,090;0,012;-0,099;-0,101;-0,057;-0,009;;-0,024;-0,060;;-0,006;-0,077;
2026-01-23;-0,025;;-0,008;;-0,098;-0,089;0,010;-0,106;-0,098;-0,061;-0,009;;-0,025;-0,062;;-0,014;-0,076;
2026-01-26;-0,027;;-0,008;;-0,100;-0,103;0,005;-0,106;-0,099;-0,061;-0,009;;-0,027;-0,065;;;-0,079;
2026-01-27;-0,037;;-0,008;;-0,090;-0,099;0,011;-0,100;-0,095;-0,055;-0,007;;-0,027;-0,062;;-0,016;-0,079;
2026-01-28;-0,036;;-0,008;;-0,090;-0,110;0,010;-0,102;-0,097;-0,055;-0,009;;-0,035;-0,070;;-0,023;-0,086;
2026-01-29;-0,043;;-0,007;;-0,090;-0,109;0,012;-0,104;-0,114;-0,054;-0,008;;-0,034;-0,077;;-0,025;-0,087;
2026-01-30;-0,046;;;;-0,095;-0,114;0,005;-0,106;-0,113;-0,057;-0,009;;-0,034;-0,078;;-0,022;-0,085;
2026-02-02;-0,040;;-0,007;;-0,100;-0,106;-0,000;-0,107;-0,113;-0,061;-0,009;;-0,030;-0,075;;-0,018;-0,088;
2026-02-03;-0,048;;-0,007;;-0,092;-0,098;-0,001;-0,108;-0,124;-0,054;-0,010;;-0,028;-0,078;;-0,003;-0,077;
2026-02-04;-0,048;;-0,007;;-0,093;-0,105;-0,005;-0,103;-0,142;-0,054;-0,010;;-0,029;-0,083;;-0,010;-0,082;
2026-02-05;-0,047;;-0,007;;-0,097;-0,097;-0,003;-0,105;-0,140;-0,058;-0,007;;-0,026;-0,079;;-0,007;-0,078;
2026-02-06;-0,046;;-0,007;;-0,091;-0,102;0,003;-0,095;-0,143;-0,053;-0,003;;-0,022;-0,074;;-0,003;-0,069;
2026-02-09;-0,047;;-0,007;;-0,086;-0,104;0,009;-0,094;-0,139;-0,049;-0,004;;-0,024;-0,074;;-0,004;-0,064;
2026-02-10;-0,045;;-0,007;;-0,085;-0,102;0,008;-0,091;-0,131;-0,049;-0,004;;-0,025;-0,069;;-0,004;-0,055;
2026-02-11;-0,053;;-0,007;;-0,084;-0,117;0,005;-0,086;-0,142;-0,049;-0,007;;-0,026;-0,074;;-0,010;;
2026-02-12;-0,059;;-0,007;;-0,080;-0,109;0,003;-0,084;-0,145;-0,046;-0,006;;-0,026;-0,071;;-0,010;-0,048;
2026-02-13;-0,057;;-0,007;;-0,087;-0,106;-0,003;-0,089;-0,147;-0,053;-0,004;;-0,023;-0,074;;-0,014;-0,056;
2026-02-16;;;-0,006;;-0,082;;0,000;;;;-0,004;;;;;-0,011;-0,058;
2026-02-17;-0,049;;-0,006;;;-0,109;;-0,090;-0,153;;-0,003;;-0,021;-0,075;;-0,008;-0,057;
2026-02-18;-0,050;;-0,006;;;-0,103;;-0,079;-0,142;;-0,002;;-0,020;-0,069;;-0,007;-0,053;
2026-02-19;-0,046;;;;;-0,108;;-0,083;-0,140;;-0,002;;-0,020;-0,070;;-0,011;-0,049;
2026-02-20;-0,047;;-0,006;;-0,074;-0,100;0,004;-0,078;-0,133;-0,041;-0,000;;-0,017;-0,066;;-0,006;-0,051;
2026-02-23;-0,053;;-0,006;;-0,066;-0,094;0,011;-0,079;-0,142;-0,035;0,001;;-0,018;-0,071;;-0,006;;
2026-02-24;-0,053;;-0,006;;-0,065;-0,093;0,005;-0,076;-0,144;-0,034;0,001;;-0,018;-0,070;;-0,012;-0,054;
2026-02-25;-0,052;;-0,006;;-0,055;-0,089;0,008;-0,074;-0,133;-0,026;0,000;;-0,018;-0,069;;-0,008;-0,049;
2026-02-26;-0,049;;-0,006;;-0,056;-0,103;-0,000;-0,084;-0,129;-0,025;0,001;;-0,017;-0,068;;-0,007;-0,043;
2026-02-27;-0,049;;-0,006;;-0,061;-0,103;-0,002;-0,091;-0,138;-0,031;0,001;;-0,020;-0,073;;-0,015;-0,037;
2026-03-02;-0,045;;-0,006;;-0,057;-0,100;0,002;-0,086;-0,130;-0,027;0,002;;-0,015;-0,069;;-0,010;-0,041;
2026-03-03;;;-0,006;;-0,080;-0,107;-0,012;-0,098;-0,141;-0,048;-0,002;;-0,019;-0,078;;;-0,054;
2026-03-04;-0,049;;-0,006;;-0,089;-0,100;-0,009;-0,091;-0,126;-0,054;0,001;;-0,013;-0,068;;-0,019;-0,065;
2026-03-05;-0,048;;-0,006;;-0,078;-0,098;-0,009;-0,090;-0,116;-0,046;-0,003;;-0,012;-0,066;;-0,011;-0,060;
2026-03-06;-0,057;;-0,007;;-0,088;-0,107;-0,012;-0,106;-0,128;-0,057;-0,006;;-0,019;-0,079;;-0,020;-0,059;
2026-03-09;-0,054;;-0,007;;-0,097;-0,100;-0,012;-0,108;-0,130;-0,063;-0,007;;-0,018;-0,080;;-0,024;-0,077;
2026-03-10;-0,060;;-0,007;;-0,083;-0,095;-0,004;-0,096;-0,128;-0,051;-0,007;;-0,021;-0,078;;-0,024;-0,071;
2026-03-11;-0,058;;-0,007;;-0,081;-0,094;-0,004;-0,094;-0,124;-0,046;-0,008;;-0,019;-0,078;;-0,032;-0,068;
2026-03-12;-0,063;;-0,007;;-0,088;-0,107;-0,007;-0,101;-0,128;-0,054;-0,009;;-0,018;-0,081;;-0,034;-0,071;
2026-03-13;-0,061;;-0,007;;-0,086;-0,097;0,001;-0,093;-0,125;-0,049;-0,006;;-0,013;-0,077;;-0,032;-0,067;
2026-03-16;-0,059;;-0,007;;-0,079;-0,092;0,005;-0,087;-0,121;-0,043;-0,005;;-0,014;-0,074;;-0,028;-0,069;
2026-03-17;-0,062;;-0,007;;-0,080;-0,093;-0,001;-0,090;-0,119;-0,043;-0,006;;-0,015;-0,074;;-0,030;-0,070;
2026-03-18;-0,071;;-0,007;;-0,079;-0,106;-0,006;-0,094;-0,124;-0,045;-0,008;;-0,018;-0,082;;-0,031;-0,064;
2026-03-19;-0,071;;-0,007;;-0,085;-0,101;-0,011;-0,096;-0,126;-0,048;-0,006;;-0,015;-0,083;;-0,038;-0,072;
2026-03-20;-0,076;;-0,007;;-0,099;-0,105;-0,024;-0,104;-0,140;-0,063;-0,010;;-0,023;-0,093;;-0,048;;
2026-03-23;-0,066;;-0,008;;-0,093;-0,099;-0,021;-0,088;-0,126;-0,054;-0,006;;-0,017;-0,080;;-0,047;-0,088;
2026-03-24;-0,079;;-0,008;;-0,094;-0,109;-0,021;-0,093;-0,138;-0,057;-0,007;;-0,020;-0,089;;-0,047;-0,079;
2026-03-25;-0,077;;-0,007;;-0,089;-0,094;-0,017;-0,085;-0,138;-0,052;-0,006;;-0,020;-0,087;;-0,043;-0,072;
2026-03-26;;;;;-0,098;-0,090;-0,027;-0,091;-0,142;-0,058;;;;-0,086;;;-0,073;
2026-03-27;-0,085;;-0,007;;;;;;;;-0,007;;-0,019;;;;;
2026-03-30;-0,086;;-0,007;;-0,105;-0,094;-0,023;-0,103;-0,156;-0,063;-0,004;;-0,019;-0,094;;-0,058;-0,078;
2026-03-31;-0,076;;-0,007;;-0,103;-0,075;-0,018;-0,092;-0,145;-0,059;;;;-0,084;;;-0,077;
2026-04-01;;;-0,007;;;;;;;;-0,003;;-0,018;;;;;
2026-04-02;;;-0,007;;-0,099;-0,078;-0,015;-0,087;-0,142;-0,055;;;-0,014;-0,084;;-0,045;-0,066;
2026-04-07;-0,071;;-0,007;;;-0,079;;-0,085;-0,135;-0,052;;;;-0,081;;-0,040;-0,063;
2026-04-08;;;;;;;;;;;-0,001;;-0,017;;;;;
2026-04-09;-0,063;;-0,006;;-0,079;-0,077;-0,012;-0,064;-0,130;-0,039;-0,003;;-0,017;-0,076;;-0,034;-0,059;
2026-04-10;-0,061;;-0,006;;-0,074;-0,077;-0,009;-0,058;-0,129;-0,033;-0,003;;-0,014;-0,074;;-0,029;-0,060;
2026-04-13;-0,055;;-0,006;;-0,079;-0,071;-0,012;-0,059;-0,127;-0,037;-0,004;;-0,014;-0,075;;-0,035;-0,063;
2026-04-14;-0,055;;-0,006;;-0,077;-0,077;-0,013;-0,062;-0,121;-0,035;-0,006;;-0,017;-0,074;;;-0,065;
2026-04-15;-0,052;;-0,006;;-0,073;-0,073;-0,013;-0,059;-0,110;-0,032;-0,005;;-0,016;-0,071;;-0,031;-0,060;
2026-04-16;-0,048;;-0,006;;-0,069;-0,074;-0,006;-0,061;-0,107;-0,028;-0,005;;-0,017;-0,071;;-0,031;-0,056;
2026-04-17;-0,037;;-0,005;;-0,062;-0,070;-0,001;-0,050;-0,099;-0,023;-0,002;;-0,013;-0,062;;-0,021;-0,060;
2026-04-20;-0,046;;-0,005;;-0,061;-0,072;-0,001;-0,045;-0,101;-0,025;-0,005;;-0,015;-0,063;;-0,026;-0,058;
2026-04-21;-0,044;;-0,005;;-0,058;-0,080;-0,003;-0,041;-0,096;-0,023;-0,006;;-0,017;-0,060;;-0,028;-0,061;
2026-04-22;;;-0,005;;-0,057;-0,076;-0,005;-0,038;-0,098;-0,024;-0,006;;-0,016;-0,063;;-0,033;-0,065;
2026-04-23;-0,047;;-0,005;;-0,059;-0,079;-0,012;-0,032;-0,103;-0,027;-0,007;;-0,018;-0,067;;-0,040;-0,069;
2026-04-24;-0,039;;-0,005;;-0,049;-0,084;-0,005;-0,024;-0,095;-0,019;-0,004;;-0,013;-0,061;;-0,040;-0,067;
2026-04-27;-0,043;;-0,005;;-0,044;-0,078;-0,007;-0,028;-0,091;-0,016;-0,006;;-0,016;-0,061;;-0,036;-0,065;
2026-04-28;-0,045;;-0,005;;-0,044;-0,078;-0,010;-0,034;-0,093;-0,016;-0,006;;-0,016;-0,063;;-0,039;-0,059;
2026-04-29;-0,048;;-0,005;;-0,043;-0,088;-0,005;-0,030;-0,096;-0,015;-0,004;;-0,015;-0,065;;-0,038;;
2026-04-30;-0,043;;-0,005;;-0,043;-0,086;-0,005;-0,025;-0,098;-0,017;-0,003;;-0,013;-0,063;;-0,041;-0,065;
2026-05-04;-0,048;;-0,004;;-0,030;-0,081;-0,003;-0,018;-0,085;-0,007;;;;-0,058;;-0,040;;
2026-05-05;-0,044;;-0,004;;-0,027;-0,074;-0,002;-0,017;-0,083;-0,003;;;-0,013;-0,057;;-0,042;;
2026-05-06;-0,035;;-0,004;;-0,011;-0,073;0,007;-0,012;-0,079;0,009;-0,002;;-0,011;-0,054;;-0,033;;
2026-05-07;-0,039;;-0,004;;-0,009;-0,078;0,011;-0,012;-0,069;0,010;-0,001;;-0,011;-0,051;;-0,032;-0,046;
2026-05-08;-0,038;;-0,004;;-0,006;-0,078;0,016;-0,012;-0,071;0,012;-0,001;;-0,011;-0,053;;-0,032;-0,046;
2026-05-11;-0,041;;-0,004;;0,001;-0,074;0,015;-0,010;-0,068;0,016;-0,002;;-0,012;-0,053;;-0,041;-0,045;
2026-05-12;-0,043;;-0,004;;-0,006;-0,075;0,015;-0,015;-0,074;0,008;-0,003;;-0,012;-0,056;;-0,051;-0,043;
2026-05-13;-0,044;;;;0,003;-0,070;0,023;-0,007;-0,076;0,014;-0,003;;-0,011;-0,056;;-0,050;-0,039;
2026-05-15;-0,037;;-0,004;;-0,008;-0,070;0,010;-0,008;-0,067;0,005;;;-0,009;-0,051;;-0,042;-0,040;
2026-05-18;-0,034;;-0,004;;-0,005;-0,079;0,011;-0,008;-0,057;0,008;-0,001;;-0,009;-0,047;;-0,040;-0,041;
2026-05-19;-0,035;;-0,004;;-0,016;-0,093;0,011;-0,019;-0,060;-0,001;-0,004;;-0,012;-0,051;;-0,041;-0,036;
2026-05-20;-0,033;;-0,004;;-0,013;-0,081;0,010;-0,013;-0,065;-0,000;-0,003;;-0,011;-0,052;;-0,043;-0,042;
2026-05-21;-0,038;;-0,003;;-0,001;-0,078;0,001;-0,007;-0,059;0,008;;;;-0,049;;-0,041;-0,039;
2026-05-22;;;;;;;;;;;-0,004;;-0,011;;;;;
2026-05-25;;;-0,003;;;;;;;;;;;;;;;
2026-05-26;-0,036;;-0,003;;0,010;-0,079;0,004;0,012;-0,051;0,015;;;-0,012;-0,041;;-0,038;-0,036;
2026-05-27;-0,039;;-0,003;;0,013;-0,074;-0,002;0,012;-0,051;0,016;-0,002;;-0,011;-0,041;;-0,036;-0,038;
2026-05-28;-0,037;;-0,003;;0,009;-0,079;-0,006;0,006;-0,046;0,012;;;;-0,041;;;-0,039;
2026-05-29;;;;;;;;;;;-0,002;;-0,010;;;;;
2026-06-01;-0,032;;-0,003;;0,018;-0,086;-0,010;0,004;-0,031;0,021;-0,005;;-0,011;-0,036;;-0,045;-0,036;
2026-06-02;-0,033;;-0,003;;0,026;-0,102;0,003;0,027;-0,028;0,030;-0,002;;-0,008;-0,031;;-0,043;-0,038;
2026-06-03;-0,034;;-0,003;;0,031;-0,099;0,001;0,033;-0,029;0,032;-0,001;;-0,006;-0,030;;-0,045;-0,028;
2026-06-04;-0,031;;-0,003;;0,025;-0,086;0,001;0,028;-0,030;0,025;-0,000;;-0,004;-0,027;;-0,040;-0,029;
2026-06-05;-0,038;;-0,003;;0,007;-0,086;-0,009;0,018;-0,041;0,010;-0,001;;-0,007;-0,034;;-0,040;-0,032;
2026-06-08;-0,035;;-0,003;;0,001;-0,091;-0,010;0,019;-0,044;0,002;-0,001;;-0,004;-0,034;;-0,041;-0,038;
2026-06-09;-0,037;;-0,003;;0,015;-0,086;-0,006;0,024;-0,035;0,015;-0,002;;-0,004;-0,029;;-0,037;-0,036;
2026-06-10;-0,043;;-0,002;;0,003;-0,075;-0,009;0,012;-0,041;0,006;0,001;;-0,002;-0,031;;-0,037;-0,035;
2026-06-11;-0,037;;-0,002;;0,006;-0,080;-0,014;0,013;-0,043;0,006;0,003;;0,000;-0,033;;-0,040;-0,037;
2026-06-12;-0,038;;-0,002;;0,015;-0,071;-0,008;0,019;-0,039;0,017;0,003;;0,002;-0,030;;-0,031;-0,033;
2026-06-15;-0,036;;-0,002;;0,024;-0,073;-0,004;0,025;-0,031;0,023;0,002;;-0,000;-0,025;;-0,026;-0,027;
2026-06-16;-0,037;;-0,002;;0,030;-0,077;-0,009;0,029;-0,028;0,027;0,003;;0,001;-0,025;;-0,025;-0,027;
2026-06-17;-0,039;;-0,002;;0,029;-0,067;-0,010;0,020;-0,031;0,025;0,002;;-0,001;-0,028;;-0,025;-0,026;
2026-06-18;-0,029;;-0,002;;0,043;-0,057;-0,008;0,032;-0,029;0,035;0,005;;0,005;-0,024;;-0,019;-0,014;
2026-06-22;-0,037;;-0,002;;0,052;-0,041;-0,003;0,043;-0,018;0,044;0,006;;0,008;-0,016;;-0,013;-0,012;
2026-06-23;-0,036;;-0,002;;;;;;;;;;;;;;;
2026-06-24;-0,029;;-0,002;;0,039;-0,022;-0,007;0,030;-0,026;0,032;;;0,014;-0,013;;-0,010;-0,016;
2026-06-25;-0,031;;-0,002;;0,037;-0,020;-0,015;0,030;-0,031;0,028;0,011;;0,014;-0,012;;-0,011;-0,012;
2026-06-26;-0,028;;-0,002;;0,030;-0,011;-0,021;0,025;-0,028;0,024;0,012;;0,013;-0,012;;;-0,015;
2026-06-29;-0,028;;-0,001;;0,029;-0,012;-0,015;0,021;-0,015;0,022;0,012;;0,013;-0,009;;-0,009;-0,012;
2026-06-30;-0,029;;-0,001;;0,039;-0,005;-0,012;0,034;-0,010;0,029;0,012;;0,015;-0,005;;-0,012;-0,013;
2026-07-01;-0,025;;-0,001;;;-0,003;;0,034;-0,003;0,029;0,012;;0,014;-0,002;;-0,009;-0,011;
2026-07-02;-0,022;;-0,001;;0,026;-0,001;-0,011;0,031;-0,005;0,021;0,011;;0,013;-0,001;;-0,008;-0,007;
2026-07-03;;;-0,001;;0,029;;-0,013;;;0,023;0,009;;;;;-0,008;-0,002;
2026-07-06;-0,021;;-0,001;;0,031;-0,005;-0,010;0,024;-0,007;0,026;0,009;;0,011;-0,006;;-0,006;0,000;
2026-07-07;-0,023;;-0,001;;0,016;0,008;-0,014;0,007;-0,010;0,013;0,007;;0,010;-0,009;;-0,005;-0,002;
2026-07-08;-0,027;;-0,001;;0,017;0,018;-0,007;0,007;-0,015;0,013;0,005;;0,010;-0,011;;-0,013;-0,007;
2026-07-09;-0,025;;-0,001;;0,020;0,018;-0,008;0,016;-0,010;0,013;0,006;;0,010;-0,007;;-0,010;-0,007;
2026-07-10;-0,023;;-0,001;;0,022;0,005;-0,010;0,012;-0,007;0,015;0,006;;0,010;-0,007;;-0,006;-0,006;
2026-07-13;-0,023;;-0,001;;0,009;-0,003;-0,013;0,008;-0,013;0,004;0,006;;0,010;-0,009;;-0,007;-0,008;
2026-07-14;-0,029;;-0,001;;0,011;-0,008;-0,011;0,011;-0,008;0,006;0,005;;0,011;-0,009;;-0,011;-0,004;
2026-07-15;-0,023;;-0,001;;0,018;-0,009;-0,006;0,011;-0,005;0,013;0,004;;0,012;-0,008;;-0,010;-0,001;
2026-07-16;-0,023;;-0,001;;0,004;-0,009;-0,011;-0,004;-0,015;-0,000;0,002;;0,006;-0,015;;-0,016;-0,009;
2026-07-17;-0,024;;-0,001;;-0,012;-0,006;-0,022;-0,012;-0,023;-0,012;0,004;;0,009;-0,015;;-0,012;-0,017;
2026-07-20;-0,023;;-0,001;;-0,003;-0,005;-0,013;-0,010;-0,017;-0,005;0,003;;0,008;-0,016;;-0,014;;
2026-07-21;-0,026;;-0,001;;0,006;-0,010;-0,007;-0,005;-0,017;0,002;0,003;;0,010;-0,017;;-0,011;-0,009;
2026-07-22;-0,026;;-0,001;;0,010;-0,006;-0,009;0,003;-0,022;0,007;0,004;;0,010;-0,015;;-0,014;-0,008;
2026-07-23;-0,030;;-0,001;;0,011;-0,011;-0,008;0,001;-0,029;0,007;0,003;;0,006;-0,020;;-0,018;-0,007;
2026-07-24;-0,028;;-0,001;;0,001;-0,006;-0,011;-0,006;-0,036;-0,002;0,004;;0,008;-0,020;;-0,017;-0,010;
2026-07-27;-0,021;;-0,001;;0,002;0,001;-0,008;-0,009;-0,033;-0,001;0,004;;0,007;-0,017;;-0,010;-0,005;
2026-07-28;-0,014;;-0,001;;-0,016;-0,007;-0,007;-0,020;-0,042;-0,014;0,005;;0,009;-0,018;;-0,006;-0,014;
2026-07-29;-0,022;;-0,001;;-0,021;-0,009;-0,002;-0,028;-0,039;-0,019;0,003;;0,007;-0,019;;-0,003;-0,013;
2026-07-30;-0,020;;-0,000;;-0,020;-0,016;-0,001;-0,019;-0,034;-0,016;0,003;;0,005;-0,018;;-0,002;-0,013;
2026-07-31;-0,018;;-0,000;;-0,008;-0,025;-0,006;-0,020;-0,025;-0,005;-0,000;;-0,002;-0,022;;-0,005;-0,009;
2026-08-03;-0,007;;-0,000;;-0,006;-0,035;-0,000;-0,022;-0,019;-0,004;0,002;;0,001;-0,017;;0,003;-0,003;
2026-08-04;;;-0,000;;0,002;-0,023;0,001;-0,005;-0,008;0,002;0,003;;0,003;-0,010;;0,001;-0,005;
2026-08-05;-0,002;;-0,000;;0,010;-0,012;0,004;0,002;-0,000;0,009;0,003;;0,003;-0,004;;0,001;-0,000;
2026-08-06;-0,002;;-0,000;;-0,001;-0,006;-0,001;-0,005;-0,016;-0,002;0,001;;-0,000;-0,009;;-0,001;-0,002;
2026-08-07;-0,001;;-0,000;;-0,000;-0,003;0,003;0,001;-0,006;-0,001;0,001;;0,002;-0,002;;-0,001;-0,002;
2026-08-10;-0,002;;-0,000;;0,000;-0,002;0,005;-0,000;-0,003;-0,001;0,000;;0,000;-0,003;;-0,001;0,000;
2026-08-11;0,000;;0,000;;0,000;0,000;0,000;0,000;0,000;0,000;;;;0,000;;0,000;;
